Avg_StartTime, Avg_StopTime, Avg_Asphericity_All, Avg_Asphericity_Excited, Avg_Asphericity_Fluorescent, Avg_Asphericity_FL1, Avg_Asphericity_FL2, Avg_Asphericity_FL3, Avg_Asphericity_A, Avg_Asphericity_B, Avg_Asphericity_C, Avg_Asphericity_AB, Avg_Asphericity_AC, Avg_Asphericity_BC, Avg_Asphericity_ABC, Avg_Size_um_All, Avg_Size_um_Excited, Avg_Size_um_Fluorescent, Avg_Size_um_FL1, Avg_Size_um_FL2, Avg_Size_um_FL3, Avg_Size_um_A, Avg_Size_um_B, Avg_Size_um_C, Avg_Size_um_AB, Avg_Size_um_AC, Avg_Size_um_BC, Avg_Size_um_ABC, Avg_Conc_cm3_All, Avg_Conc_cm3_Excited, Avg_Conc_cm3_Fluorescent, Avg_Conc_cm3_FL1, Avg_Conc_cm3_FL2, Avg_Conc_cm3_FL3, Avg_Conc_cm3_A, Avg_Conc_cm3_B, Avg_Conc_cm3_C, Avg_Conc_cm3_AB, Avg_Conc_cm3_AC, Avg_Conc_cm3_BC, Avg_Conc_cm3_ABC, Avg_SurArea_um2_cm3_All, Avg_SurArea_um2_cm3_Excited, Avg_SurArea_um2_cm3_Fluorescent, Avg_SurArea_um2_cm3_FL1, Avg_SurArea_um2_cm3_FL2, Avg_SurArea_um2_cm3_FL3, Avg_SurArea_um2_cm3_A, Avg_SurArea_um2_cm3_B, Avg_SurArea_um2_cm3_C, Avg_SurArea_um2_cm3_AB, Avg_SurArea_um2_cm3_AC, Avg_SurArea_um2_cm3_BC, Avg_SurArea_um2_cm3_ABC, Avg_Mass_ug_m3_All, Avg_Mass_ug_m3_Excited, Avg_Mass_ug_m3_Fluorescent, Avg_Mass_ug_m3_FL1, Avg_Mass_ug_m3_FL2, Avg_Mass_ug_m3_FL3, Avg_Mass_ug_m3_A, Avg_Mass_ug_m3_B, Avg_Mass_ug_m3_C, Avg_Mass_ug_m3_AB, Avg_Mass_ug_m3_AC, Avg_Mass_ug_m3_BC, Avg_Mass_ug_m3_ABC, Avg_FluorFraction_All, Avg_FluorFraction_Excited, Avg_FluorFraction_Fluorescent, Avg_FluorFraction_FL1, Avg_FluorFraction_FL2, Avg_FluorFraction_FL3, Avg_FluorFraction_A, Avg_FluorFraction_B, Avg_FluorFraction_C, Avg_FluorFraction_AB, Avg_FluorFraction_AC, Avg_FluorFraction_BC, Avg_FluorFraction_ABC, Avg_FluorPeak_FL1, Avg_FluorPeak_FL2, Avg_FluorPeak_FL3, Avg_FluorPeak_A, Avg_FluorPeak_B, Avg_FluorPeak_C
2025-03-14 17:00:00, 14/03/2025 17:59:59.999999,16.06,12.85, 1.129e+01, 1.129e+01, , , 1.129e+01, , , , , , ,0.7701,0.785, 1.388e+00, 1.388e+00, , , 1.388e+00, , , , , , , 1.642e+02, 2.115e+01, 3.049e-02, 3.049e-02, , , 3.049e-02, , , , , , , 3.690e+02, 4.845e+01, 2.890e-01, 2.890e-01, , , 2.890e-01, , , , , , , 7.681e+01, 9.601e+00, 1.658e-01, 1.658e-01, , , 1.658e-01, , , , , , , , , 1.857e-04, 1.857e-04, , , 1.857e-04, , , , , , , 7.622e+06, , , 7.622e+06, , 
2025-03-14 18:00:00, 14/03/2025 18:59:59.999999,15.72,12.44, 8.225e+00, 8.225e+00, , , 8.225e+00, , , , , , ,0.7637,0.7796, 1.157e+00, 1.157e+00, , , 1.157e+00, , , , , , , 1.531e+02, 2.093e+01, 3.196e-02, 3.196e-02, , , 3.196e-02, , , , , , , 3.361e+02, 4.698e+01, 2.166e-01, 2.166e-01, , , 2.166e-01, , , , , , , 6.862e+01, 9.143e+00, 1.134e-01, 1.134e-01, , , 1.134e-01, , , , , , , , , 2.087e-04, 2.087e-04, , , 2.087e-04, , , , , , , 6.521e+06, , , 6.521e+06, , 
2025-03-14 19:00:00, 14/03/2025 19:59:59.999999,16.42,13.04, 1.051e+01, 1.051e+01, , , 1.051e+01, , , , , , ,0.7627,0.7775, 1.193e+00, 1.193e+00, , , 1.193e+00, , , , , , , 1.541e+02, 2.091e+01, 2.771e-02, 2.771e-02, , , 2.771e-02, , , , , , , 3.372e+02, 4.672e+01, 1.765e-01, 1.765e-01, , , 1.765e-01, , , , , , , 6.839e+01, 9.059e+00, 7.591e-02, 7.591e-02, , , 7.591e-02, , , , , , , , , 1.798e-04, 1.798e-04, , , 1.798e-04, , , , , , , 7.441e+06, , , 7.441e+06, , 
2025-03-14 20:00:00, 14/03/2025 20:59:59.999999,16.19,12.85, 1.119e+01, 1.119e+01, , , 1.119e+01, , , , , , ,0.7716,0.7893, 1.486e+00, 1.486e+00, , , 1.486e+00, , , , , , , 1.620e+02, 2.110e+01, 1.824e-02, 1.824e-02, , , 1.824e-02, , , , , , , 3.640e+02, 4.891e+01, 1.957e-01, 1.957e-01, , , 1.957e-01, , , , , , , 7.479e+01, 9.760e+00, 1.163e-01, 1.163e-01, , , 1.163e-01, , , , , , , , , 1.126e-04, 1.126e-04, , , 1.126e-04, , , , , , , 6.434e+06, , , 6.434e+06, , 
2025-03-14 21:00:00, 14/03/2025 21:59:59.999999,15.65,12.6, , , , , , , , , , , ,0.8037,0.8335, , , , , , , , , , , ,0.08175,0.01002, , , , , , , , , , , ,0.2043,0.02822, , , , , , , , , , , ,0.0459,0.007568, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2025-03-14 22:00:00, 14/03/2025 22:59:59.999999,15.55,12.42, 1.048e+01, 1.048e+01, , , 1.048e+01, , , , , , ,0.7864,0.8027, 1.289e+00, 1.289e+00, , , 1.289e+00, , , , , , ,171.4,21.31, 1.985e-01, 1.985e-01, , , 1.985e-01, , , , , , ,400.2,50.97, 1.467e+00, 1.467e+00, , , 1.467e+00, , , , , , ,83.22,10.17, 6.818e-01, 6.818e-01, , , 6.818e-01, , , , , , , , , 1.158e-03, 1.158e-03, , , 1.158e-03, , , , , , , 5.751e+06, , , 5.751e+06, , 
2025-03-14 23:00:00, 14/03/2025 23:59:59.999999,15.79,12.54, 1.049e+01, 1.049e+01, , , 1.049e+01, , , , , , ,0.7743,0.7901, 1.205e+00, 1.205e+00, , , 1.205e+00, , , , , , ,149.8,20.84, 5.669e-02, 5.669e-02, , , 5.669e-02, , , , , , ,336.4,47.84, 3.756e-01, 3.756e-01, , , 3.756e-01, , , , , , ,68.3,9.255, 1.816e-01, 1.816e-01, , , 1.816e-01, , , , , , , , , 3.785e-04, 3.785e-04, , , 3.785e-04, , , , , , , 5.863e+06, , , 5.863e+06, , 
2025-03-15 00:00:00, 15/03/2025 00:59:59.999999,16.12,12.86, 9.986e+00, 9.986e+00, , , 9.986e+00, , , , , , ,0.7701,0.785, 1.315e+00, 1.315e+00, , , 1.315e+00, , , , , , ,146.6,20.77, 4.319e-02, 4.319e-02, , , 4.319e-02, , , , , , ,325.7,47.0, 3.696e-01, 3.696e-01, , , 3.696e-01, , , , , , ,66.25,9.035, 2.104e-01, 2.104e-01, , , 2.104e-01, , , , , , , , , 2.946e-04, 2.946e-04, , , 2.946e-04, , , , , , , 5.532e+06, , , 5.532e+06, , 
2025-03-15 01:00:00, 15/03/2025 01:59:59.999999,16.5,13.3, 9.229e+00, 9.229e+00, , , 9.229e+00, , , , , , ,0.7693,0.7846, 1.438e+00, 1.438e+00, , , 1.438e+00, , , , , , ,148.9,20.84, 1.525e-01, 1.525e-01, , , 1.525e-01, , , , , , ,330.7,47.34, 1.554e+00, 1.554e+00, , , 1.554e+00, , , , , , ,67.18,9.21, 9.180e-01, 9.180e-01, , , 9.180e-01, , , , , , , , , 1.024e-03, 1.024e-03, , , 1.024e-03, , , , , , , 5.934e+06, , , 5.934e+06, , 
2025-03-15 02:00:00, 15/03/2025 02:59:59.999999,16.5,13.06, 9.655e+00, 9.655e+00, , , 9.655e+00, , , , , , ,0.7529,0.7633, 1.227e+00, 1.227e+00, , , 1.227e+00, , , , , , ,137.3,20.48, 1.605e-01, 1.605e-01, , , 1.605e-01, , , , , , ,290.5,43.48, 1.149e+00, 1.149e+00, , , 1.149e+00, , , , , , ,57.91,8.071, 5.791e-01, 5.791e-01, , , 5.791e-01, , , , , , , , , 1.168e-03, 1.168e-03, , , 1.168e-03, , , , , , , 5.830e+06, , , 5.830e+06, , 
2025-03-15 03:00:00, 15/03/2025 03:59:59.999999,17.08,13.43, 9.677e+00, 9.677e+00, , , 9.677e+00, , , , , , ,0.7331,0.7433, 1.208e+00, 1.208e+00, , , 1.208e+00, , , , , , ,118.7,19.9, 1.236e-01, 1.236e-01, , , 1.236e-01, , , , , , ,234.2,39.42, 8.937e-01, 8.937e-01, , , 8.937e-01, , , , , , ,44.4,6.885, 4.833e-01, 4.833e-01, , , 4.833e-01, , , , , , , , , 1.041e-03, 1.041e-03, , , 1.041e-03, , , , , , , 5.908e+06, , , 5.908e+06, , 
2025-03-15 04:00:00, 15/03/2025 04:59:59.999999,16.68,13.11, 9.698e+00, 9.698e+00, , , 9.698e+00, , , , , , ,0.7322,0.743, 1.256e+00, 1.256e+00, , , 1.256e+00, , , , , , ,114.7,19.78, 1.249e-01, 1.249e-01, , , 1.249e-01, , , , , , ,225.5,39.09, 1.023e+00, 1.023e+00, , , 1.023e+00, , , , , , ,42.58,6.818, 6.014e-01, 6.014e-01, , , 6.014e-01, , , , , , , , , 1.088e-03, 1.088e-03, , , 1.088e-03, , , , , , , 5.927e+06, , , 5.927e+06, , 
2025-03-15 05:00:00, 15/03/2025 05:59:59.999999,16.28,12.74, 9.016e+00, 9.016e+00, , , 9.016e+00, , , , , , ,0.7363,0.7474, 1.252e+00, 1.252e+00, , , 1.252e+00, , , , , , ,119.1,19.95, 1.142e-01, 1.142e-01, , , 1.142e-01, , , , , , ,236.4,39.87, 8.976e-01, 8.976e-01, , , 8.976e-01, , , , , , ,44.49,6.947, 5.072e-01, 5.072e-01, , , 5.072e-01, , , , , , , , , 9.595e-04, 9.595e-04, , , 9.595e-04, , , , , , , 5.459e+06, , , 5.459e+06, , 
2025-03-15 06:00:00, 15/03/2025 06:59:59.999999,15.37,12.13, 1.004e+01, 1.004e+01, , , 1.004e+01, , , , , , ,0.7523,0.7657, 1.188e+00, 1.188e+00, , , 1.188e+00, , , , , , ,135.0,20.47, 1.669e-01, 1.669e-01, , , 1.669e-01, , , , , , ,281.5,43.33, 1.154e+00, 1.154e+00, , , 1.154e+00, , , , , , ,54.04,7.838, 6.158e-01, 6.158e-01, , , 6.158e-01, , , , , , , , , 1.236e-03, 1.236e-03, , , 1.236e-03, , , , , , , 5.813e+06, , , 5.813e+06, , 
2025-03-15 07:00:00, 15/03/2025 07:59:59.999999,15.04,11.96, 8.495e+00, 8.495e+00, , , 8.495e+00, , , , , , ,0.7607,0.7753, 1.248e+00, 1.248e+00, , , 1.248e+00, , , , , , ,146.4,20.81, 1.326e-01, 1.326e-01, , , 1.326e-01, , , , , , ,313.5,45.4, 9.734e-01, 9.734e-01, , , 9.734e-01, , , , , , ,61.35,8.41, 4.994e-01, 4.994e-01, , , 4.994e-01, , , , , , , , , 9.053e-04, 9.053e-04, , , 9.053e-04, , , , , , , 5.532e+06, , , 5.532e+06, , 
2025-03-15 08:00:00, 15/03/2025 08:59:59.999999,15.1,12.02, 1.002e+01, 1.002e+01, , , 1.002e+01, , , , , , ,0.7649,0.7804, 1.258e+00, 1.258e+00, , , 1.258e+00, , , , , , ,149.7,20.91, 9.666e-02, 9.666e-02, , , 9.666e-02, , , , , , ,323.9,46.46, 7.365e-01, 7.365e-01, , , 7.365e-01, , , , , , ,62.98,8.742, 3.861e-01, 3.861e-01, , , 3.861e-01, , , , , , , , , 6.458e-04, 6.458e-04, , , 6.458e-04, , , , , , , 5.763e+06, , , 5.763e+06, , 
2025-03-15 09:00:00, 15/03/2025 09:59:59.999999,16.31,12.94, 1.001e+01, 1.001e+01, , , 1.001e+01, , , , , , ,0.761,0.7741, 1.247e+00, 1.247e+00, , , 1.247e+00, , , , , , ,159.3,20.71, 9.595e-02, 9.595e-02, , , 9.595e-02, , , , , , ,349.5,46.16, 6.810e-01, 6.810e-01, , , 6.810e-01, , , , , , ,72.0,9.111, 3.145e-01, 3.145e-01, , , 3.145e-01, , , , , , , , , 6.022e-04, 6.022e-04, , , 6.022e-04, , , , , , , 5.732e+06, , , 5.732e+06, , 
2025-03-15 10:00:00, 15/03/2025 10:59:59.999999,16.16,12.88, 8.755e+00, 8.755e+00, , , 8.755e+00, , , , , , ,0.7491,0.7608, 1.228e+00, 1.228e+00, , , 1.228e+00, , , , , , ,149.6,20.81, 8.182e-02, 8.182e-02, , , 8.182e-02, , , , , , ,313.6,44.36, 5.537e-01, 5.537e-01, , , 5.537e-01, , , , , , ,61.28,8.411, 2.537e-01, 2.537e-01, , , 2.537e-01, , , , , , , , , 5.470e-04, 5.470e-04, , , 5.470e-04, , , , , , , 5.738e+06, , , 5.738e+06, , 
2025-03-15 11:00:00, 15/03/2025 11:59:59.999999,16.17,12.84, 9.122e+00, 9.122e+00, , , 9.122e+00, , , , , , ,0.7477,0.7583, 1.190e+00, 1.190e+00, , , 1.190e+00, , , , , , ,141.2,20.56, 8.274e-02, 8.274e-02, , , 8.274e-02, , , , , , ,296.0,43.46, 5.382e-01, 5.382e-01, , , 5.382e-01, , , , , , ,58.87,8.216, 2.420e-01, 2.420e-01, , , 2.420e-01, , , , , , , , , 5.858e-04, 5.858e-04, , , 5.858e-04, , , , , , , 5.758e+06, , , 5.758e+06, , 
2025-03-15 12:00:00, 15/03/2025 12:59:59.999999,16.78,13.28, 1.115e+01, 1.115e+01, , , 1.115e+01, , , , , , ,0.7364,0.7454, 1.098e+00, 1.098e+00, , , 1.098e+00, , , , , , ,133.1,20.27, 8.967e-02, 8.967e-02, , , 8.967e-02, , , , , , ,268.5,41.07, 5.155e-01, 5.155e-01, , , 5.155e-01, , , , , , ,52.02,7.523, 2.416e-01, 2.416e-01, , , 2.416e-01, , , , , , , , , 6.738e-04, 6.738e-04, , , 6.738e-04, , , , , , , 5.971e+06, , , 5.971e+06, , 
2025-03-15 13:00:00, 15/03/2025 13:59:59.999999,16.61,13.09, 1.182e+01, 1.182e+01, , , 1.182e+01, , , , , , ,0.7338,0.7423, 1.052e+00, 1.052e+00, , , 1.052e+00, , , , , , ,135.8,20.35, 4.578e-02, 4.578e-02, , , 4.578e-02, , , , , , ,272.0,40.74, 2.306e-01, 2.306e-01, , , 2.306e-01, , , , , , ,52.71,7.371, 9.682e-02, 9.682e-02, , , 9.682e-02, , , , , , , , , 3.370e-04, 3.370e-04, , , 3.370e-04, , , , , , , 6.119e+06, , , 6.119e+06, , 
2025-03-15 14:00:00, 15/03/2025 14:59:59.999999,16.05,12.53, 1.273e+01, 1.273e+01, , , 1.273e+01, , , , , , ,0.735,0.747, 1.177e+00, 1.177e+00, , , 1.177e+00, , , , , , ,135.5,20.41, 4.442e-02, 4.442e-02, , , 4.442e-02, , , , , , ,270.7,41.29, 3.177e-01, 3.177e-01, , , 3.177e-01, , , , , , ,51.61,7.442, 1.800e-01, 1.800e-01, , , 1.800e-01, , , , , , , , , 3.277e-04, 3.277e-04, , , 3.277e-04, , , , , , , 6.022e+06, , , 6.022e+06, , 
2025-03-15 15:00:00, 15/03/2025 15:59:59.999999,14.98,11.62, 1.144e+01, 1.144e+01, , , 1.144e+01, , , , , , ,0.7443,0.7581, 9.987e-01, 9.987e-01, , , 9.987e-01, , , , , , ,142.0,20.67, 4.028e-02, 4.028e-02, , , 4.028e-02, , , , , , ,291.6,43.11, 1.753e-01, 1.753e-01, , , 1.753e-01, , , , , , ,56.63,7.879, 6.932e-02, 6.932e-02, , , 6.932e-02, , , , , , , , , 2.836e-04, 2.836e-04, , , 2.836e-04, , , , , , , 5.970e+06, , , 5.970e+06, , 
2025-03-15 16:00:00, 15/03/2025 16:59:59.999999,15.44,12.03, 1.022e+01, 1.022e+01, , , 1.022e+01, , , , , , ,0.7472,0.7602, 1.150e+00, 1.150e+00, , , 1.150e+00, , , , , , ,145.3,20.7, 4.189e-02, 4.189e-02, , , 4.189e-02, , , , , , ,301.8,43.58, 2.903e-01, 2.903e-01, , , 2.903e-01, , , , , , ,59.33,8.052, 1.678e-01, 1.678e-01, , , 1.678e-01, , , , , , , , , 2.884e-04, 2.884e-04, , , 2.884e-04, , , , , , , 5.594e+06, , , 5.594e+06, , 
2025-03-15 17:00:00, 15/03/2025 17:59:59.999999,15.9,12.37, 1.132e+01, 1.132e+01, , , 1.132e+01, , , , , , ,0.749,0.7626, 1.189e+00, 1.189e+00, , , 1.189e+00, , , , , , ,146.5,20.69, 4.773e-02, 4.773e-02, , , 4.773e-02, , , , , , ,306.2,43.99, 3.138e-01, 3.138e-01, , , 3.138e-01, , , , , , ,60.18,8.225, 1.506e-01, 1.506e-01, , , 1.506e-01, , , , , , , , , 3.257e-04, 3.257e-04, , , 3.257e-04, , , , , , , 5.724e+06, , , 5.724e+06, , 
2025-03-15 18:00:00, 15/03/2025 18:59:59.999999,15.4,12.11, 8.117e+00, 8.117e+00, , , 8.117e+00, , , , , , ,0.7553,0.7684, 1.309e+00, 1.309e+00, , , 1.309e+00, , , , , , ,153.4,20.89, 4.055e-02, 4.055e-02, , , 4.055e-02, , , , , , ,327.1,45.23, 2.996e-01, 2.996e-01, , , 2.996e-01, , , , , , ,65.39,8.582, 1.327e-01, 1.327e-01, , , 1.327e-01, , , , , , , , , 2.644e-04, 2.644e-04, , , 2.644e-04, , , , , , , 6.030e+06, , , 6.030e+06, , 
2025-03-15 19:00:00, 15/03/2025 19:59:59.999999,15.54,12.21, 9.436e+00, 9.436e+00, , , 9.436e+00, , , , , , ,0.7459,0.757, 1.036e+00, 1.036e+00, , , 1.036e+00, , , , , , ,147.9,20.77, 4.876e-02, 4.876e-02, , , 4.876e-02, , , , , , ,304.9,43.14, 2.436e-01, 2.436e-01, , , 2.436e-01, , , , , , ,59.0,7.822, 1.062e-01, 1.062e-01, , , 1.062e-01, , , , , , , , , 3.296e-04, 3.296e-04, , , 3.296e-04, , , , , , , 5.494e+06, , , 5.494e+06, , 
2025-03-15 20:00:00, 15/03/2025 20:59:59.999999,15.01,11.78, 9.168e+00, 9.168e+00, , , 9.168e+00, , , , , , ,0.7495,0.7613, 1.191e+00, 1.191e+00, , , 1.191e+00, , , , , , ,144.7,20.75, 3.966e-02, 3.966e-02, , , 3.966e-02, , , , , , ,299.4,43.44, 2.513e-01, 2.513e-01, , , 2.513e-01, , , , , , ,57.21,7.853, 1.111e-01, 1.111e-01, , , 1.111e-01, , , , , , , , , 2.740e-04, 2.740e-04, , , 2.740e-04, , , , , , , 5.796e+06, , , 5.796e+06, , 
2025-03-15 21:00:00, 15/03/2025 21:59:59.999999,13.88,9.931,4.682,4.682, , ,4.682, , , , , , ,0.7612,0.7721,0.7207,0.7207, , ,0.7207, , , , , , ,0.1119,0.01558,0.0007935,0.0007935, , ,0.0007935, , , , , , ,0.2356,0.03306,0.001288,0.001288, , ,0.001288, , , , , , ,0.04278,0.00582,0.0001601,0.0001601, , ,0.0001601, , , , , , , , ,0.007092,0.007092, , ,0.007092, , , , , , ,4283000.0, , ,4283000.0, , 
2025-03-15 22:00:00, 15/03/2025 22:59:59.999999,14.76,11.68,9.923,9.923, , ,9.923, , , , , , ,0.7576,0.7701,1.095,1.095, , ,1.095, , , , , , ,147.1,20.84,0.2916,0.2916, , ,0.2916, , , , , , ,311.3,44.69,1.671,1.671, , ,1.671, , , , , , ,59.93,8.154,0.8074,0.8074, , ,0.8074, , , , , , , , ,0.001982,0.001982, , ,0.001982, , , , , , ,4462000.0, , ,4462000.0, , 
2025-03-15 23:00:00, 15/03/2025 23:59:59.999999,14.52,11.49,8.218,8.218, , ,8.218, , , , , , ,0.7607,0.7744,1.136,1.136, , ,1.136, , , , , , ,148.9,20.91,0.1215,0.1215, , ,0.1215, , , , , , ,317.7,45.39,0.7636,0.7636, , ,0.7636, , , , , , ,61.37,8.332,0.3876,0.3876, , ,0.3876, , , , , , , , ,0.0008157,0.0008157, , ,0.0008157, , , , , , ,4393000.0, , ,4393000.0, , 
2025-03-16 00:00:00, 16/03/2025 00:59:59.999999,14.22,11.3,9.674,9.674, , ,9.674, , , , , , ,0.7636,0.7778,1.088,1.088, , ,1.088, , , , , , ,155.4,21.08,0.07606,0.07606, , ,0.07606, , , , , , ,333.7,46.17,0.4378,0.4378, , ,0.4378, , , , , , ,64.56,8.509,0.2105,0.2105, , ,0.2105, , , , , , , , ,0.0004895,0.0004895, , ,0.0004895, , , , , , ,4457000.0, , ,4457000.0, , 
2025-03-16 01:00:00, 16/03/2025 01:59:59.999999,14.41,11.42,9.921,9.921, , ,9.921, , , , , , ,0.7597,0.774,1.145,1.145, , ,1.145, , , , , , ,160.0,21.14,0.2429,0.2429, , ,0.2429, , , , , , ,340.1,45.81,1.51,1.51, , ,1.51, , , , , , ,65.81,8.401,0.7315,0.7315, , ,0.7315, , , , , , , , ,0.001518,0.001518, , ,0.001518, , , , , , ,4339000.0, , ,4339000.0, , 
2025-03-16 02:00:00, 16/03/2025 02:59:59.999999,15.3,12.24,10.07,10.07, , ,10.07, , , , , , ,0.7537,0.7682,1.154,1.154, , ,1.154, , , , , , ,166.8,21.26,0.32,0.32, , ,0.32, , , , , , ,347.9,45.37,2.078,2.078, , ,2.078, , , , , , ,65.84,8.277,1.062,1.062, , ,1.062, , , , , , , , ,0.001918,0.001918, , ,0.001918, , , , , , ,4409000.0, , ,4409000.0, , 
2025-03-16 03:00:00, 16/03/2025 03:59:59.999999,15.26,12.22,9.18,9.18, , ,9.18, , , , , , ,0.7518,0.7665,1.117,1.117, , ,1.117, , , , , , ,161.9,21.15,0.3154,0.3154, , ,0.3154, , , , , , ,335.7,44.89,1.94,1.94, , ,1.94, , , , , , ,63.2,8.139,0.9921,0.9921, , ,0.9921, , , , , , , , ,0.001948,0.001948, , ,0.001948, , , , , , ,4290000.0, , ,4290000.0, , 
2025-03-16 04:00:00, 16/03/2025 04:59:59.999999,15.14,12.17,9.568,9.568, , ,9.568, , , , , , ,0.7556,0.7688,1.127,1.127, , ,1.127, , , , , , ,163.3,21.14,0.3188,0.3188, , ,0.3188, , , , , , ,344.5,45.34,1.877,1.877, , ,1.877, , , , , , ,66.44,8.334,0.8554,0.8554, , ,0.8554, , , , , , , , ,0.001952,0.001952, , ,0.001952, , , , , , ,4430000.0, , ,4430000.0, , 
2025-03-16 05:00:00, 16/03/2025 05:59:59.999999,15.95,12.88,9.976,9.976, , ,9.976, , , , , , ,0.7547,0.7651,1.117,1.117, , ,1.117, , , , , , ,159.8,21.01,0.3142,0.3142, , ,0.3142, , , , , , ,339.6,44.9,1.815,1.815, , ,1.815, , , , , , ,67.35,8.356,0.8246,0.8246, , ,0.8246, , , , , , , , ,0.001966,0.001966, , ,0.001966, , , , , , ,4503000.0, , ,4503000.0, , 
2025-03-16 06:00:00, 16/03/2025 06:59:59.999999,16.71,13.34,11.47,11.47, , ,11.47, , , , , , ,0.7429,0.7504,1.116,1.116, , ,1.116, , , , , , ,137.7,20.36,0.2283,0.2283, , ,0.2283, , , , , , ,286.9,42.0,1.504,1.504, , ,1.504, , , , , , ,59.08,7.863,0.8373,0.8373, , ,0.8373, , , , , , , , ,0.001658,0.001658, , ,0.001658, , , , , , ,4443000.0, , ,4443000.0, , 
2025-03-16 07:00:00, 16/03/2025 07:59:59.999999,16.65,13.43,10.83,10.83, , ,10.83, , , , , , ,0.7399,0.7475,1.032,1.032, , ,1.032, , , , , , ,140.2,20.46,0.1662,0.1662, , ,0.1662, , , , , , ,286.5,41.72,0.8426,0.8426, , ,0.8426, , , , , , ,56.14,7.651,0.374,0.374, , ,0.374, , , , , , , , ,0.001186,0.001186, , ,0.001186, , , , , , ,4557000.0, , ,4557000.0, , 
2025-03-16 08:00:00, 16/03/2025 08:59:59.999999,16.7,13.41,9.211,9.211, , ,9.211, , , , , , ,0.7423,0.7509,1.117,1.117, , ,1.117, , , , , , ,143.4,20.58,0.1549,0.1549, , ,0.1549, , , , , , ,295.3,42.55,0.9641,0.9641, , ,0.9641, , , , , , ,58.02,7.934,0.4923,0.4923, , ,0.4923, , , , , , , , ,0.00108,0.00108, , ,0.00108, , , , , , ,4287000.0, , ,4287000.0, , 
2025-03-16 09:00:00, 16/03/2025 09:59:59.999999,17.21,14.1,10.45,10.45, , ,10.45, , , , , , ,0.7666,0.7796,1.058,1.058, , ,1.058, , , , , , ,188.3,21.17,0.1798,0.1798, , ,0.1798, , , , , , ,422.2,48.4,0.902,0.902, , ,0.902, , , , , , ,88.23,9.835,0.3596,0.3596, , ,0.3596, , , , , , , , ,0.000955,0.000955, , ,0.000955, , , , , , ,4201000.0, , ,4201000.0, , 
2025-03-16 10:00:00, 16/03/2025 10:59:59.999999,16.57,13.75,9.782,9.782, , ,9.782, , , , , , ,0.7715,0.7876,1.118,1.118, , ,1.118, , , , , , ,194.6,21.7,0.2014,0.2014, , ,0.2014, , , , , , ,439.2,50.57,1.041,1.041, , ,1.041, , , , , , ,90.06,10.26,0.3553,0.3553, , ,0.3553, , , , , , , , ,0.001035,0.001035, , ,0.001035, , , , , , ,4372000.0, , ,4372000.0, , 
2025-03-16 11:00:00, 16/03/2025 11:59:59.999999,16.21,13.26,9.377,9.377, , ,9.377, , , , , , ,0.7652,0.7794,1.195,1.195, , ,1.195, , , , , , ,177.3,21.4,0.1175,0.1175, , ,0.1175, , , , , , ,390.7,48.33,0.7835,0.7835, , ,0.7835, , , , , , ,78.46,9.49,0.3734,0.3734, , ,0.3734, , , , , , , , ,0.0006625,0.0006625, , ,0.0006625, , , , , , ,4649000.0, , ,4649000.0, , 
2025-03-16 12:00:00, 16/03/2025 12:59:59.999999,15.96,13.03,9.787,9.787, , ,9.787, , , , , , ,0.7683,0.7813,1.168,1.168, , ,1.168, , , , , , ,184.2,21.52,0.09627,0.09627, , ,0.09627, , , , , , ,410.2,48.81,0.6323,0.6323, , ,0.6323, , , , , , ,83.6,9.597,0.3083,0.3083, , ,0.3083, , , , , , , , ,0.0005226,0.0005226, , ,0.0005226, , , , , , ,4296000.0, , ,4296000.0, , 
2025-03-16 13:00:00, 16/03/2025 13:59:59.999999,15.06,12.25,10.93,10.93, , ,10.93, , , , , , ,0.7746,0.7881,1.172,1.172, , ,1.172, , , , , , ,192.8,21.7,0.1088,0.1088, , ,0.1088, , , , , , ,436.9,50.25,0.7176,0.7176, , ,0.7176, , , , , , ,89.63,10.04,0.347,0.347, , ,0.347, , , , , , , , ,0.0005646,0.0005646, , ,0.0005646, , , , , , ,4581000.0, , ,4581000.0, , 
2025-03-16 14:00:00, 16/03/2025 14:59:59.999999,15.04,12.36,9.088,9.088, , ,9.088, , , , , , ,0.7839,0.7959,1.229,1.229, , ,1.229, , , , , , ,205.0,21.88,0.1163,0.1163, , ,0.1163, , , , , , ,478.6,51.87,0.7946,0.7946, , ,0.7946, , , , , , ,100.2,10.54,0.362,0.362, , ,0.362, , , , , , , , ,0.0005674,0.0005674, , ,0.0005674, , , , , , ,4716000.0, , ,4716000.0, , 
2025-03-16 15:00:00, 16/03/2025 15:59:59.999999,15.16,12.37,9.13,9.13, , ,9.13, , , , , , ,0.7802,0.7929,1.164,1.164, , ,1.164, , , , , , ,190.1,21.64,0.08175,0.08175, , ,0.08175, , , , , , ,438.1,50.68,0.5339,0.5339, , ,0.5339, , , , , , ,90.99,10.15,0.2695,0.2695, , ,0.2695, , , , , , , , ,0.00043,0.00043, , ,0.00043, , , , , , ,4233000.0, , ,4233000.0, , 
