Avg_StartTime, Avg_StopTime, Avg_Asphericity_All, Avg_Asphericity_Excited, Avg_Asphericity_Fluorescent, Avg_Asphericity_FL1, Avg_Asphericity_FL2, Avg_Asphericity_FL3, Avg_Asphericity_A, Avg_Asphericity_B, Avg_Asphericity_C, Avg_Asphericity_AB, Avg_Asphericity_AC, Avg_Asphericity_BC, Avg_Asphericity_ABC, Avg_Size_um_All, Avg_Size_um_Excited, Avg_Size_um_Fluorescent, Avg_Size_um_FL1, Avg_Size_um_FL2, Avg_Size_um_FL3, Avg_Size_um_A, Avg_Size_um_B, Avg_Size_um_C, Avg_Size_um_AB, Avg_Size_um_AC, Avg_Size_um_BC, Avg_Size_um_ABC, Avg_Conc_cm3_All, Avg_Conc_cm3_Excited, Avg_Conc_cm3_Fluorescent, Avg_Conc_cm3_FL1, Avg_Conc_cm3_FL2, Avg_Conc_cm3_FL3, Avg_Conc_cm3_A, Avg_Conc_cm3_B, Avg_Conc_cm3_C, Avg_Conc_cm3_AB, Avg_Conc_cm3_AC, Avg_Conc_cm3_BC, Avg_Conc_cm3_ABC, Avg_SurArea_um2_cm3_All, Avg_SurArea_um2_cm3_Excited, Avg_SurArea_um2_cm3_Fluorescent, Avg_SurArea_um2_cm3_FL1, Avg_SurArea_um2_cm3_FL2, Avg_SurArea_um2_cm3_FL3, Avg_SurArea_um2_cm3_A, Avg_SurArea_um2_cm3_B, Avg_SurArea_um2_cm3_C, Avg_SurArea_um2_cm3_AB, Avg_SurArea_um2_cm3_AC, Avg_SurArea_um2_cm3_BC, Avg_SurArea_um2_cm3_ABC, Avg_Mass_ug_m3_All, Avg_Mass_ug_m3_Excited, Avg_Mass_ug_m3_Fluorescent, Avg_Mass_ug_m3_FL1, Avg_Mass_ug_m3_FL2, Avg_Mass_ug_m3_FL3, Avg_Mass_ug_m3_A, Avg_Mass_ug_m3_B, Avg_Mass_ug_m3_C, Avg_Mass_ug_m3_AB, Avg_Mass_ug_m3_AC, Avg_Mass_ug_m3_BC, Avg_Mass_ug_m3_ABC, Avg_FluorFraction_All, Avg_FluorFraction_Excited, Avg_FluorFraction_Fluorescent, Avg_FluorFraction_FL1, Avg_FluorFraction_FL2, Avg_FluorFraction_FL3, Avg_FluorFraction_A, Avg_FluorFraction_B, Avg_FluorFraction_C, Avg_FluorFraction_AB, Avg_FluorFraction_AC, Avg_FluorFraction_BC, Avg_FluorFraction_ABC, Avg_FluorPeak_FL1, Avg_FluorPeak_FL2, Avg_FluorPeak_FL3, Avg_FluorPeak_A, Avg_FluorPeak_B, Avg_FluorPeak_C
2025-03-13 00:00:00, 13/03/2025 00:59:59.999999,13.63,11.25, 8.751e+00, 8.751e+00, , , 8.751e+00, , , , , , ,0.8196,0.8372, 1.725e+00, 1.725e+00, , , 1.725e+00, , , , , , , 2.770e+02, 2.259e+01, 9.823e-02, 9.823e-02, , , 9.823e-02, , , , , , , 7.227e+02, 6.052e+01, 1.248e+00, 1.248e+00, , , 1.248e+00, , , , , , , 1.632e+02, 1.331e+01, 6.667e-01, 6.667e-01, , , 6.667e-01, , , , , , , , , 3.547e-04, 3.547e-04, , , 3.547e-04, , , , , , , 1.008e+07, , , 1.008e+07, , 
2025-03-13 01:00:00, 13/03/2025 01:59:59.999999,14.25,11.76, 8.703e+00, 8.703e+00, , , 8.703e+00, , , , , , ,0.8173,0.8346, 1.722e+00, 1.722e+00, , , 1.722e+00, , , , , , , 2.791e+02, 2.259e+01, 6.144e-02, 6.144e-02, , , 6.144e-02, , , , , , , 7.267e+02, 6.033e+01, 7.917e-01, 7.917e-01, , , 7.917e-01, , , , , , , 1.653e+02, 1.334e+01, 4.277e-01, 4.277e-01, , , 4.277e-01, , , , , , , , , 2.201e-04, 2.201e-04, , , 2.201e-04, , , , , , , 1.019e+07, , , 1.019e+07, , 
2025-03-13 02:00:00, 13/03/2025 02:59:59.999999,15.19,12.56, 9.588e+00, 9.588e+00, , , 9.588e+00, , , , , , ,0.7965,0.8126, 1.673e+00, 1.673e+00, , , 1.673e+00, , , , , , , 2.530e+02, 2.235e+01, 4.878e-02, 4.878e-02, , , 4.878e-02, , , , , , , 6.236e+02, 5.649e+01, 5.898e-01, 5.898e-01, , , 5.898e-01, , , , , , , 1.387e+02, 1.224e+01, 3.027e-01, 3.027e-01, , , 3.027e-01, , , , , , , , , 1.928e-04, 1.928e-04, , , 1.928e-04, , , , , , , 1.000e+07, , , 1.000e+07, , 
2025-03-13 03:00:00, 13/03/2025 03:59:59.999999,15.1,12.46, 1.041e+01, 1.041e+01, , , 1.041e+01, , , , , , ,0.7933,0.8084, 1.739e+00, 1.739e+00, , , 1.739e+00, , , , , , , 2.489e+02, 2.229e+01, 4.257e-02, 4.257e-02, , , 4.257e-02, , , , , , , 6.080e+02, 5.555e+01, 5.657e-01, 5.657e-01, , , 5.657e-01, , , , , , , 1.350e+02, 1.189e+01, 3.142e-01, 3.142e-01, , , 3.142e-01, , , , , , , , , 1.710e-04, 1.710e-04, , , 1.710e-04, , , , , , , 1.007e+07, , , 1.007e+07, , 
2025-03-13 04:00:00, 13/03/2025 04:59:59.999999,14.77,12.0, 7.662e+00, 7.662e+00, , , 7.662e+00, , , , , , ,0.7867,0.8006, 1.800e+00, 1.800e+00, , , 1.800e+00, , , , , , , 2.252e+02, 2.202e+01, 2.371e-02, 2.371e-02, , , 2.371e-02, , , , , , , 5.375e+02, 5.340e+01, 3.222e-01, 3.222e-01, , , 3.222e-01, , , , , , , 1.170e+02, 1.116e+01, 1.741e-01, 1.741e-01, , , 1.741e-01, , , , , , , , , 1.053e-04, 1.053e-04, , , 1.053e-04, , , , , , , 1.032e+07, , , 1.032e+07, , 
2025-03-13 05:00:00, 13/03/2025 05:59:59.999999,14.59,11.8, 9.084e+00, 9.084e+00, , , 9.084e+00, , , , , , ,0.7825,0.7973, 1.631e+00, 1.631e+00, , , 1.631e+00, , , , , , , 2.243e+02, 2.203e+01, 1.405e-02, 1.405e-02, , , 1.405e-02, , , , , , , 5.250e+02, 5.263e+01, 1.734e-01, 1.734e-01, , , 1.734e-01, , , , , , , 1.116e+02, 1.081e+01, 1.026e-01, 1.026e-01, , , 1.026e-01, , , , , , , , , 6.266e-05, 6.266e-05, , , 6.266e-05, , , , , , , 1.200e+07, , , 1.200e+07, , 
2025-03-13 06:00:00, 13/03/2025 06:59:59.999999,14.34,11.61, 9.631e+00, 9.631e+00, , , 9.631e+00, , , , , , ,0.7819,0.797, 1.451e+00, 1.451e+00, , , 1.451e+00, , , , , , , 2.272e+02, 2.213e+01, 1.306e-02, 1.306e-02, , , 1.306e-02, , , , , , , 5.278e+02, 5.257e+01, 1.268e-01, 1.268e-01, , , 1.268e-01, , , , , , , 1.106e+02, 1.066e+01, 6.463e-02, 6.463e-02, , , 6.463e-02, , , , , , , , , 5.745e-05, 5.745e-05, , , 5.745e-05, , , , , , , 9.967e+06, , , 9.967e+06, , 
2025-03-13 07:00:00, 13/03/2025 07:59:59.999999,14.48,11.86, 1.016e+01, 1.016e+01, , , 1.016e+01, , , , , , ,0.7939,0.8095, 1.997e+00, 1.997e+00, , , 1.997e+00, , , , , , , 2.554e+02, 2.244e+01, 2.394e-02, 2.394e-02, , , 2.394e-02, , , , , , , 6.194e+02, 5.573e+01, 3.864e-01, 3.864e-01, , , 3.864e-01, , , , , , , 1.350e+02, 1.179e+01, 2.116e-01, 2.116e-01, , , 2.116e-01, , , , , , , , , 9.375e-05, 9.375e-05, , , 9.375e-05, , , , , , , 1.101e+07, , , 1.101e+07, , 
2025-03-13 08:00:00, 13/03/2025 08:59:59.999999,14.72,12.1, 8.405e+00, 8.405e+00, , , 8.405e+00, , , , , , ,0.7957,0.8124, 1.559e+00, 1.559e+00, , , 1.559e+00, , , , , , , 2.567e+02, 2.246e+01, 2.470e-02, 2.470e-02, , , 2.470e-02, , , , , , , 6.282e+02, 5.646e+01, 2.424e-01, 2.424e-01, , , 2.424e-01, , , , , , , 1.383e+02, 1.212e+01, 1.063e-01, 1.063e-01, , , 1.063e-01, , , , , , , , , 9.621e-05, 9.621e-05, , , 9.621e-05, , , , , , , 1.050e+07, , , 1.050e+07, , 
2025-03-13 09:00:00, 13/03/2025 09:59:59.999999,15.74,12.89, 1.630e+01, 1.630e+01, , , 1.630e+01, , , , , , ,0.786,0.8063, 1.862e+00, 1.862e+00, , , 1.862e+00, , , , , , , 2.506e+02, 2.203e+01, 1.639e-02, 1.639e-02, , , 1.639e-02, , , , , , , 6.036e+02, 5.518e+01, 2.276e-01, 2.276e-01, , , 2.276e-01, , , , , , , 1.348e+02, 1.212e+01, 1.129e-01, 1.129e-01, , , 1.129e-01, , , , , , , , , 6.542e-05, 6.542e-05, , , 6.542e-05, , , , , , , 9.727e+06, , , 9.727e+06, , 
2025-03-13 10:00:00, 13/03/2025 10:59:59.999999,15.75,13.19, 7.710e+00, 7.710e+00, , , 7.710e+00, , , , , , ,0.7946,0.8163, 1.680e+00, 1.680e+00, , , 1.680e+00, , , , , , , 2.622e+02, 2.253e+01, 2.388e-02, 2.388e-02, , , 2.388e-02, , , , , , , 6.483e+02, 5.837e+01, 2.741e-01, 2.741e-01, , , 2.741e-01, , , , , , , 1.459e+02, 1.315e+01, 1.283e-01, 1.283e-01, , , 1.283e-01, , , , , , , , , 9.110e-05, 9.110e-05, , , 9.110e-05, , , , , , , 1.038e+07, , , 1.038e+07, , 
2025-03-13 11:00:00, 13/03/2025 11:59:59.999999,15.81,13.16, 7.028e+00, 7.028e+00, , , 7.028e+00, , , , , , ,0.7978,0.8151, 2.019e+00, 2.019e+00, , , 2.019e+00, , , , , , , 2.602e+02, 2.250e+01, 1.413e-02, 1.413e-02, , , 1.413e-02, , , , , , , 6.487e+02, 5.788e+01, 2.370e-01, 2.370e-01, , , 2.370e-01, , , , , , , 1.468e+02, 1.292e+01, 1.399e-01, 1.399e-01, , , 1.399e-01, , , , , , , , , 5.430e-05, 5.430e-05, , , 5.430e-05, , , , , , , 1.099e+07, , , 1.099e+07, , 
2025-03-13 12:00:00, 13/03/2025 12:59:59.999999,16.15,13.26, 1.477e+01, 1.477e+01, , , 1.477e+01, , , , , , ,0.7888,0.8044, 1.491e+00, 1.491e+00, , , 1.491e+00, , , , , , , 2.445e+02, 2.235e+01, 6.688e-03, 6.688e-03, , , 6.688e-03, , , , , , , 5.910e+02, 5.537e+01, 5.275e-02, 5.275e-02, , , 5.275e-02, , , , , , , 1.307e+02, 1.194e+01, 1.753e-02, 1.753e-02, , , 1.753e-02, , , , , , , , , 2.735e-05, 2.735e-05, , , 2.735e-05, , , , , , , 1.254e+07, , , 1.254e+07, , 
2025-03-13 13:00:00, 13/03/2025 13:59:59.999999,15.76,12.93, 1.048e+01, 1.048e+01, , , 1.048e+01, , , , , , ,0.7903,0.8073, 1.739e+00, 1.739e+00, , , 1.739e+00, , , , , , , 2.476e+02, 2.239e+01, 1.106e-02, 1.106e-02, , , 1.106e-02, , , , , , , 5.993e+02, 5.587e+01, 1.887e-01, 1.887e-01, , , 1.887e-01, , , , , , , 1.317e+02, 1.208e+01, 1.390e-01, 1.390e-01, , , 1.390e-01, , , , , , , , , 4.467e-05, 4.467e-05, , , 4.467e-05, , , , , , , 1.184e+07, , , 1.184e+07, , 
2025-03-13 14:00:00, 13/03/2025 14:59:59.999999,15.45,12.72, 1.424e+01, 1.424e+01, , , 1.424e+01, , , , , , ,0.7948,0.8114, 1.097e+00, 1.097e+00, , , 1.097e+00, , , , , , , 2.393e+02, 2.233e+01, 7.146e-03, 7.146e-03, , , 7.146e-03, , , , , , , 5.862e+02, 5.625e+01, 3.104e-02, 3.104e-02, , , 3.104e-02, , , , , , , 1.296e+02, 1.216e+01, 7.677e-03, 7.677e-03, , , 7.677e-03, , , , , , , , , 2.987e-05, 2.987e-05, , , 2.987e-05, , , , , , , 9.133e+06, , , 9.133e+06, , 
2025-03-13 15:00:00, 13/03/2025 15:59:59.999999,15.46,12.59, 1.306e+01, 1.306e+01, , , 1.306e+01, , , , , , ,0.7919,0.8093, 1.032e+00, 1.032e+00, , , 1.032e+00, , , , , , , 2.233e+02, 2.212e+01, 5.607e-03, 5.607e-03, , , 5.607e-03, , , , , , , 5.423e+02, 5.533e+01, 2.530e-02, 2.530e-02, , , 2.530e-02, , , , , , , 1.193e+02, 1.190e+01, 7.846e-03, 7.846e-03, , , 7.846e-03, , , , , , , , , 2.511e-05, 2.511e-05, , , 2.511e-05, , , , , , , 1.149e+07, , , 1.149e+07, , 
2025-03-13 16:00:00, 13/03/2025 16:59:59.999999,15.04,12.21, 1.037e+01, 1.037e+01, , , 1.037e+01, , , , , , ,0.7902,0.8058, 1.694e+00, 1.694e+00, , , 1.694e+00, , , , , , , 2.201e+02, 2.208e+01, 1.051e-02, 1.051e-02, , , 1.051e-02, , , , , , , 5.301e+02, 5.453e+01, 1.469e-01, 1.469e-01, , , 1.469e-01, , , , , , , 1.157e+02, 1.160e+01, 8.599e-02, 8.599e-02, , , 8.599e-02, , , , , , , , , 4.774e-05, 4.774e-05, , , 4.774e-05, , , , , , , 9.640e+06, , , 9.640e+06, , 
2025-03-13 17:00:00, 13/03/2025 17:59:59.999999,14.78,11.92, 1.515e+01, 1.515e+01, , , 1.515e+01, , , , , , ,0.7839,0.7966, 9.448e-01, 9.448e-01, , , 9.448e-01, , , , , , , 1.952e+02, 2.171e+01, 4.986e-03, 4.986e-03, , , 4.986e-03, , , , , , , 4.603e+02, 5.181e+01, 1.599e-02, 1.599e-02, , , 1.599e-02, , , , , , , 9.928e+01, 1.066e+01, 3.542e-03, 3.542e-03, , , 3.542e-03, , , , , , , , , 2.554e-05, 2.554e-05, , , 2.554e-05, , , , , , , 1.260e+07, , , 1.260e+07, , 
2025-03-13 18:00:00, 13/03/2025 18:59:59.999999,15.39,12.61, 9.294e+00, 9.294e+00, , , 9.294e+00, , , , , , ,0.7898,0.8041, 1.349e+00, 1.349e+00, , , 1.349e+00, , , , , , , 2.147e+02, 2.197e+01, 9.746e-03, 9.746e-03, , , 9.746e-03, , , , , , , 5.164e+02, 5.392e+01, 9.080e-02, 9.080e-02, , , 9.080e-02, , , , , , , 1.130e+02, 1.143e+01, 5.148e-02, 5.148e-02, , , 5.148e-02, , , , , , , , , 4.540e-05, 4.540e-05, , , 4.540e-05, , , , , , , 9.104e+06, , , 9.104e+06, , 
2025-03-13 19:00:00, 13/03/2025 19:59:59.999999,15.42,12.9, 1.811e+01, 1.811e+01, , , 1.811e+01, , , , , , ,0.7983,0.8141, 1.356e+00, 1.356e+00, , , 1.356e+00, , , , , , , 2.402e+02, 2.230e+01, 6.564e-03, 6.564e-03, , , 6.564e-03, , , , , , , 5.914e+02, 5.644e+01, 5.241e-02, 5.241e-02, , , 5.241e-02, , , , , , , 1.301e+02, 1.219e+01, 2.164e-02, 2.164e-02, , , 2.164e-02, , , , , , , , , 2.733e-05, 2.733e-05, , , 2.733e-05, , , , , , , 1.121e+07, , , 1.121e+07, , 
2025-03-13 20:00:00, 13/03/2025 20:59:59.999999,14.93,12.4, 1.050e+01, 1.050e+01, , , 1.050e+01, , , , , , ,0.8015,0.8156, 1.648e+00, 1.648e+00, , , 1.648e+00, , , , , , , 2.377e+02, 2.226e+01, 6.625e-02, 6.625e-02, , , 6.625e-02, , , , , , , 5.915e+02, 5.655e+01, 8.293e-01, 8.293e-01, , , 8.293e-01, , , , , , , 1.318e+02, 1.226e+01, 4.626e-01, 4.626e-01, , , 4.626e-01, , , , , , , , , 2.787e-04, 2.787e-04, , , 2.787e-04, , , , , , , 1.242e+07, , , 1.242e+07, , 
2025-03-13 21:00:00, 13/03/2025 21:59:59.999999,16.75,15.38, , , , , , , , , , , ,0.7863,0.8198, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2025-03-13 22:00:00, 13/03/2025 22:59:59.999999,16.23,13.24, 9.734e+00, 9.734e+00, , , 9.734e+00, , , , , , ,0.7732,0.7864, 1.333e+00, 1.333e+00, , , 1.333e+00, , , , , , , 1.902e+02, 2.159e+01, 1.805e-01, 1.805e-01, , , 1.805e-01, , , , , , , 4.356e+02, 5.040e+01, 1.456e+00, 1.456e+00, , , 1.456e+00, , , , , , , 9.260e+01, 1.038e+01, 6.878e-01, 6.878e-01, , , 6.878e-01, , , , , , , , , 9.490e-04, 9.490e-04, , , 9.490e-04, , , , , , , 6.894e+06, , , 6.894e+06, , 
2025-03-13 23:00:00, 13/03/2025 23:59:59.999999,16.79,13.67, 1.090e+01, 1.090e+01, , , 1.090e+01, , , , , , ,0.7624,0.775, 1.221e+00, 1.221e+00, , , 1.221e+00, , , , , , , 1.637e+02, 2.110e+01, 4.120e-02, 4.120e-02, , , 4.120e-02, , , , , , , 3.621e+02, 4.741e+01, 2.639e-01, 2.639e-01, , , 2.639e-01, , , , , , , 7.543e+01, 9.472e+00, 1.023e-01, 1.023e-01, , , 1.023e-01, , , , , , , , , 2.518e-04, 2.518e-04, , , 2.518e-04, , , , , , , 6.683e+06, , , 6.683e+06, , 
2025-03-14 00:00:00, 14/03/2025 00:59:59.999999,16.79,13.6, 1.048e+01, 1.048e+01, , , 1.048e+01, , , , , , ,0.7606,0.7741, 1.480e+00, 1.480e+00, , , 1.480e+00, , , , , , , 1.572e+02, 2.100e+01, 3.604e-02, 3.604e-02, , , 3.604e-02, , , , , , , 3.459e+02, 4.694e+01, 3.740e-01, 3.740e-01, , , 3.740e-01, , , , , , , 7.206e+01, 9.298e+00, 2.134e-01, 2.134e-01, , , 2.134e-01, , , , , , , , , 2.293e-04, 2.293e-04, , , 2.293e-04, , , , , , , 6.854e+06, , , 6.854e+06, , 
2025-03-14 01:00:00, 14/03/2025 01:59:59.999999,16.97,13.77, 9.457e+00, 9.457e+00, , , 9.457e+00, , , , , , ,0.7552,0.7683, 1.440e+00, 1.440e+00, , , 1.440e+00, , , , , , , 1.527e+02, 2.085e+01, 1.583e-01, 1.583e-01, , , 1.583e-01, , , , , , , 3.298e+02, 4.580e+01, 1.483e+00, 1.483e+00, , , 1.483e+00, , , , , , , 6.752e+01, 8.978e+00, 7.467e-01, 7.467e-01, , , 7.467e-01, , , , , , , , , 1.037e-03, 1.037e-03, , , 1.037e-03, , , , , , , 6.947e+06, , , 6.947e+06, , 
2025-03-14 02:00:00, 14/03/2025 02:59:59.999999,16.93,13.6, 1.016e+01, 1.016e+01, , , 1.016e+01, , , , , , ,0.7537,0.7687, 1.424e+00, 1.424e+00, , , 1.424e+00, , , , , , , 1.565e+02, 2.091e+01, 1.431e-01, 1.431e-01, , , 1.431e-01, , , , , , , 3.365e+02, 4.596e+01, 1.382e+00, 1.382e+00, , , 1.382e+00, , , , , , , 6.890e+01, 9.003e+00, 7.599e-01, 7.599e-01, , , 7.599e-01, , , , , , , , , 9.142e-04, 9.142e-04, , , 9.142e-04, , , , , , , 6.784e+06, , , 6.784e+06, , 
2025-03-14 03:00:00, 14/03/2025 03:59:59.999999,16.47,13.39, 9.961e+00, 9.961e+00, , , 9.961e+00, , , , , , ,0.7622,0.7766, 1.381e+00, 1.381e+00, , , 1.381e+00, , , , , , , 1.726e+02, 2.126e+01, 1.771e-01, 1.771e-01, , , 1.771e-01, , , , , , , 3.797e+02, 4.774e+01, 1.599e+00, 1.599e+00, , , 1.599e+00, , , , , , , 7.818e+01, 9.439e+00, 8.507e-01, 8.507e-01, , , 8.507e-01, , , , , , , , , 1.026e-03, 1.026e-03, , , 1.026e-03, , , , , , , 6.915e+06, , , 6.915e+06, , 
2025-03-14 04:00:00, 14/03/2025 04:59:59.999999,15.99,12.93, 9.048e+00, 9.048e+00, , , 9.048e+00, , , , , , ,0.771,0.7872, 1.466e+00, 1.466e+00, , , 1.466e+00, , , , , , , 1.862e+02, 2.153e+01, 1.891e-01, 1.891e-01, , , 1.891e-01, , , , , , , 4.203e+02, 4.991e+01, 1.887e+00, 1.887e+00, , , 1.887e+00, , , , , , , 8.749e+01, 1.005e+01, 1.015e+00, 1.015e+00, , , 1.015e+00, , , , , , , , , 1.015e-03, 1.015e-03, , , 1.015e-03, , , , , , , 7.074e+06, , , 7.074e+06, , 
2025-03-14 05:00:00, 14/03/2025 05:59:59.999999,16.12,12.94, 8.914e+00, 8.914e+00, , , 8.914e+00, , , , , , ,0.7636,0.7787, 1.350e+00, 1.350e+00, , , 1.350e+00, , , , , , , 1.708e+02, 2.123e+01, 1.558e-01, 1.558e-01, , , 1.558e-01, , , , , , , 3.757e+02, 4.790e+01, 1.292e+00, 1.292e+00, , , 1.292e+00, , , , , , , 7.639e+01, 9.454e+00, 6.369e-01, 6.369e-01, , , 6.369e-01, , , , , , , , , 9.122e-04, 9.122e-04, , , 9.122e-04, , , , , , , 6.741e+06, , , 6.741e+06, , 
2025-03-14 06:00:00, 14/03/2025 06:59:59.999999,16.52,13.32, 1.116e+01, 1.116e+01, , , 1.116e+01, , , , , , ,0.7669,0.7823, 1.245e+00, 1.245e+00, , , 1.245e+00, , , , , , , 1.690e+02, 2.121e+01, 8.491e-02, 8.491e-02, , , 8.491e-02, , , , , , , 3.782e+02, 4.849e+01, 5.665e-01, 5.665e-01, , , 5.665e-01, , , , , , , 7.909e+01, 9.694e+00, 2.306e-01, 2.306e-01, , , 2.306e-01, , , , , , , , , 5.023e-04, 5.023e-04, , , 5.023e-04, , , , , , , 7.439e+06, , , 7.439e+06, , 
2025-03-14 07:00:00, 14/03/2025 07:59:59.999999,16.06,12.78, 8.572e+00, 8.572e+00, , , 8.572e+00, , , , , , ,0.7611,0.7745, 1.488e+00, 1.488e+00, , , 1.488e+00, , , , , , , 1.587e+02, 2.100e+01, 6.225e-02, 6.225e-02, , , 6.225e-02, , , , , , , 3.478e+02, 4.667e+01, 6.140e-01, 6.140e-01, , , 6.140e-01, , , , , , , 7.160e+01, 9.112e+00, 3.248e-01, 3.248e-01, , , 3.248e-01, , , , , , , , , 3.922e-04, 3.922e-04, , , 3.922e-04, , , , , , , 6.578e+06, , , 6.578e+06, , 
2025-03-14 08:00:00, 14/03/2025 08:59:59.999999,15.56,12.3, 1.016e+01, 1.016e+01, , , 1.016e+01, , , , , , ,0.7642,0.7768, 1.551e+00, 1.551e+00, , , 1.551e+00, , , , , , , 1.581e+02, 2.098e+01, 5.999e-02, 5.999e-02, , , 5.999e-02, , , , , , , 3.499e+02, 4.697e+01, 6.913e-01, 6.913e-01, , , 6.913e-01, , , , , , , 7.287e+01, 9.236e+00, 4.137e-01, 4.137e-01, , , 4.137e-01, , , , , , , , , 3.795e-04, 3.795e-04, , , 3.795e-04, , , , , , , 7.181e+06, , , 7.181e+06, , 
2025-03-14 09:00:00, 14/03/2025 09:59:59.999999,17.02,13.98, 9.470e+00, 9.470e+00, , , 9.470e+00, , , , , , ,0.7812,0.7984, 1.616e+00, 1.616e+00, , , 1.616e+00, , , , , , , 1.956e+02, 2.137e+01, 8.557e-02, 8.557e-02, , , 8.557e-02, , , , , , , 4.616e+02, 5.197e+01, 9.336e-01, 9.336e-01, , , 9.336e-01, , , , , , , 1.006e+02, 1.108e+01, 4.495e-01, 4.495e-01, , , 4.495e-01, , , , , , , , , 4.375e-04, 4.375e-04, , , 4.375e-04, , , , , , , 7.182e+06, , , 7.182e+06, , 
2025-03-14 10:00:00, 14/03/2025 10:59:59.999999,17.01,14.12, 8.914e+00, 8.914e+00, , , 8.914e+00, , , , , , ,0.7823,0.7991, 1.753e+00, 1.753e+00, , , 1.753e+00, , , , , , , 2.032e+02, 2.184e+01, 6.281e-02, 6.281e-02, , , 6.281e-02, , , , , , , 4.797e+02, 5.331e+01, 8.243e-01, 8.243e-01, , , 8.243e-01, , , , , , , 1.036e+02, 1.142e+01, 4.358e-01, 4.358e-01, , , 4.358e-01, , , , , , , , , 3.091e-04, 3.091e-04, , , 3.091e-04, , , , , , , 7.054e+06, , , 7.054e+06, , 
2025-03-14 11:00:00, 14/03/2025 11:59:59.999999,16.89,13.85, 6.954e+00, 6.954e+00, , , 6.954e+00, , , , , , ,0.7791,0.7954, 1.644e+00, 1.644e+00, , , 1.644e+00, , , , , , , 2.063e+02, 2.188e+01, 2.768e-02, 2.768e-02, , , 2.768e-02, , , , , , , 4.811e+02, 5.259e+01, 3.291e-01, 3.291e-01, , , 3.291e-01, , , , , , , 1.031e+02, 1.107e+01, 1.737e-01, 1.737e-01, , , 1.737e-01, , , , , , , , , 1.342e-04, 1.342e-04, , , 1.342e-04, , , , , , , 6.146e+06, , , 6.146e+06, , 
2025-03-14 12:00:00, 14/03/2025 12:59:59.999999,16.64,13.64, 9.589e+00, 9.589e+00, , , 9.589e+00, , , , , , ,0.7814,0.7968, 1.465e+00, 1.465e+00, , , 1.465e+00, , , , , , , 2.052e+02, 2.185e+01, 5.047e-02, 5.047e-02, , , 5.047e-02, , , , , , , 4.805e+02, 5.246e+01, 5.049e-01, 5.049e-01, , , 5.049e-01, , , , , , , 1.028e+02, 1.093e+01, 2.727e-01, 2.727e-01, , , 2.727e-01, , , , , , , , , 2.459e-04, 2.459e-04, , , 2.459e-04, , , , , , , 7.275e+06, , , 7.275e+06, , 
2025-03-14 13:00:00, 14/03/2025 13:59:59.999999,17.01,13.84, 1.010e+01, 1.010e+01, , , 1.010e+01, , , , , , ,0.7697,0.7859, 1.286e+00, 1.286e+00, , , 1.286e+00, , , , , , , 1.837e+02, 2.150e+01, 4.924e-02, 4.924e-02, , , 4.924e-02, , , , , , , 4.129e+02, 4.969e+01, 3.451e-01, 3.451e-01, , , 3.451e-01, , , , , , , 8.547e+01, 9.997e+00, 1.399e-01, 1.399e-01, , , 1.399e-01, , , , , , , , , 2.681e-04, 2.681e-04, , , 2.681e-04, , , , , , , 6.887e+06, , , 6.887e+06, , 
2025-03-14 14:00:00, 14/03/2025 14:59:59.999999,16.85,13.66, 1.137e+01, 1.137e+01, , , 1.137e+01, , , , , , ,0.7731,0.7896, 1.168e+00, 1.168e+00, , , 1.168e+00, , , , , , , 1.814e+02, 2.146e+01, 4.589e-02, 4.589e-02, , , 4.589e-02, , , , , , , 4.127e+02, 5.013e+01, 2.875e-01, 2.875e-01, , , 2.875e-01, , , , , , , 8.654e+01, 1.015e+01, 1.320e-01, 1.320e-01, , , 1.320e-01, , , , , , , , , 2.531e-04, 2.531e-04, , , 2.531e-04, , , , , , , 7.074e+06, , , 7.074e+06, , 
2025-03-14 15:00:00, 14/03/2025 15:59:59.999999,17.02,13.86, 1.034e+01, 1.034e+01, , , 1.034e+01, , , , , , ,0.7717,0.7862, 1.151e+00, 1.151e+00, , , 1.151e+00, , , , , , , 1.852e+02, 2.150e+01, 4.103e-02, 4.103e-02, , , 4.103e-02, , , , , , , 4.196e+02, 4.982e+01, 2.407e-01, 2.407e-01, , , 2.407e-01, , , , , , , 8.747e+01, 1.006e+01, 9.849e-02, 9.849e-02, , , 9.849e-02, , , , , , , , , 2.215e-04, 2.215e-04, , , 2.215e-04, , , , , , , 7.053e+06, , , 7.053e+06, , 
2025-03-14 16:00:00, 14/03/2025 16:59:59.999999,16.55,13.33, 1.157e+01, 1.157e+01, , , 1.157e+01, , , , , , ,0.7713,0.7877, 1.369e+00, 1.369e+00, , , 1.369e+00, , , , , , , 1.741e+02, 2.133e+01, 4.203e-02, 4.203e-02, , , 4.203e-02, , , , , , , 3.929e+02, 4.941e+01, 3.644e-01, 3.644e-01, , , 3.644e-01, , , , , , , 8.148e+01, 9.900e+00, 1.864e-01, 1.864e-01, , , 1.864e-01, , , , , , , , , 2.414e-04, 2.414e-04, , , 2.414e-04, , , , , , , 7.283e+06, , , 7.283e+06, , 
